text,target
  şehit gazi ve yüz öso şehidi milyonlarca mermi top verdik leş kestikyetmezmi vatan hainleri,0
ligi dizayn ettiğimizden  beri  maçta  puan aldık hani bilin istedim sayın aına koduğumun fenerbahçe düşmanları,3
yani demeye çalıştığım şey şu o son yarasayı yemeseydin iyiydi çinli orospu evladı cümleten hayırlı geceler ,1
içmiyorum zaten ırkını akdenize döktüğümün piçi ingiliz köpeklerisiniz orospu çocukları,1
ahlâk namus denildiğinde sadece kadından konuşan herkes ahlâksız ve namussuzdur      eminebulut,0
  atma be recep   den beri muhsin başkan yanında  mhp ye hiç girmedi,0
  dk önce dalga geçen asalaklar vardı golden sonra böcek ilacı sıktık sanırım ,0
  abi burası hollanda mı ya  bin kişi önünde bu hareketler yapılmaz ayıp ayıp aile var çocuk var,1
hocalı tanığı ermeni mezalimini dünyaya ağlayarak anlattı httpstcobqxscm,1
atam denizde yunan kalmış mı diye kontrol ediyor paşam benim httpstcokidxqhe,1
yunanistan yunanistan seni gidi kahpe yunan,1
zerre spor yapmayıp şu amına koyduğumun suyunu içerek kilo vereceğinizi sanacak kadar aptal mısınız,3
mekanda yunan lavuga cok fena kitlendim gozlerini kaciriyor denyo,1
ulan harbi ben camide hiç suriyeli görmedim şimdiye kadar httpstcouatbpvj,1
bu sararah mıdır nedir onu kullananlar beyinsiz galiba amk,3
 tl ye telefon alan herifler bedelli için istenen  tl yi nerden bulucaz diyor kafalara bak arkadaş,0
ya sen kürtsün kürt yoga senin neyine git halay çek,1
 bunların topu yakacan bunlar tam kahpe,3
  ağla kudur lan gavat  çocuğu,3
 günlük şu dünya için çok fazla firildakliklar yapiyorsunuz adam değilsiniz,0
 biz eyt peşindeyiz siz geçmişte küfür ettiğiniz adamların yanında yer alıyonuz biz şerefliyiz ,0
  şu yoruma bak bizim halkımız başarılı olana tahammül edemiyor gerçekten cengiz gibi sempatik adamı bile kıskanıyorsunuz,0
bundan sonra trabzonsporlu mu olcan amk lazı,1
 canım benim bu yazım yanlışları ne ya napıyosun lan sen,0
dükkan açtım battı  aydır işsizim iktisat mezunuyum iş filan da aramıyorum emeği geçen herkesin anasını sikiyim,3
bunlar harbi gerizekalı her seferinde kendi ayaklarına sıkıyor çomar sürüsü,0
arkadaşlar gavur beni deli ediyo toplanıp gavuru dövelim mi,1
imelih göteleğe inanan kaç geri zekalı var acaba anket yapıldı mı hiç,3
 uyumasınlar ben eve gidene kadar sonra yolda canım sıkılıyor aq,3
niye herkes bana sinirleniyo aq,3
  sahip çıkıyor işte devlet baktı chp yapamıyo el attı sanada atsın istersen,0
arap sevmemek ırkçılıksa ırkçıyım böyle pis bir millet görmedim,1
araplarda hattâ afrikada bile böyle sıkıntı yok   bütün yük bizde,1
işte bu yüzden eski twitteri geri istiyorum her yer beyinsiz kaynıyo amk vizyon yok kimsede,3
kaltak karı ödev yapıyoz burda kes bi çeneni her mahallede varmı amk bu çeneli karılar,3
anlaşılan yine reisim büyük bi iş başarmış gavur çıldırdığına göre devletiminyanındayım,1
taymda inanılmaz derecede devrimci kürt maskesi takmış boklar var ,1
 osmanlının yurt ettiği toprakta be işin var ozaman puşt,3
gavur gavurluğunu yapmış gene httpstcobpggvzqbc,1
 nasıl bir insansın daha türkçe imla kurallarını bilmiyorsun üstelik birde kalkmışsın sosyal medyada yazıyorsun gerçekten hayvansın yazık yazık,0
trtye verdigim vergi haram olsun ne demek kovboy filmi yok bu gün  pazar,0
 amınakodumun çocuğu gerizekalı amcık o kızın otizmliye benzer bir hali var mı,3
herakleitos o değişmeyen tek şey diye başlayan tezin var ya onu götüne sok,3
ancak bu kadar vatan hayini terörist bir partide toplanabilirdi bir millet bu kadar kandırılabilirdi,0
gavur sizi övüyor sa muhakkak sizde bir puştluk vardır,1
hayatın karanlık tarafları vardırsenin ışığın buna yetmediğinde cebindeki çakmağı saklayanı siktir et,3
insan kaltak sevebilir normal yani ,3
 bu pezevenklerin topluma vereceği ne olabilir ki,3
  şerefsiz vatan hainleri   çocykları zehirlemeye devam ediyor,3
elin kaşarlarıyla konuşur ama sana bir kelime bile yazmaz çünküüüüüü neyse küfür etmek istemiyorum ,0
en kalleş gavur yunandır httpstcolmxwlboo,1
arkadaşlar benim tweetlerimi niye favlamıyosunuz gavur çocuğu muyum ben,1
bir yahudi on ermeni yi aldatır ama bir yunan on yahudi yi aldatır anonim,1
  ya da evde oturup insanları boklayarak sana benzeyebiliriz,3
turuncu farla bordo ruj mu sürülür koduğumun sürtüğü,0
şans ile aram bozuk kaltak beni sevmiyordur,3
üzümün çöpüarmudun götü bahane aramayalım lütfen işimize bakalım,3
allah seni süründürsün diycem de    sen zaten sürünüyosun demi yılan seni   ,0
bir de gitmişsin üçüncü sırayı kapmışsın kaltak karı,3
dünyanın anasını siken o çinli piçe noldu bana biri bunu söylesin,1
 zamina göre muamele yapma bütün zamları yazsana nargile,0
orospu kızlar hep mutlusunuz bıktım sizden ,3
bu anası belli babası  olan itnecik  değilmi yahudi dölü,1
bu suriyeli adam benim göz zevkimi bozuyor  httpstcohgukpt,1
 şükriye seni geçmişten bugüne fena becermis    acin derdin daha büyük anlıyorum,0
tarkan bir sanatçı değil bir sanatçıdan daha fazlası peki ya sen kimsin yusuf güney bak işine,0
 kurban olayım soyleme öyle götüm kalkiyo,3
nerdesiniz lan amına koduğumun malları gidin anca fiziksel özellikleriyle dalga geçin zaten,3
mescidi aksa size mezar olacak pis yahudi,1
artık rüyamda da suriyeli görür oldumuykularımıda işgal ediyolar,1
samimiyetinden şüphe ettirmesene pezevengin evladi,3
 abdullah gülden hayır beklemek bir kediye yakışmıyor,0
   abicim ya sizin gordugunuzu biz niye goremiyoz ahaber farki olsa gerek,0
bu gece biraz duygusallastik amina yeter sikcicem hepinizi,3
izmirden kaçarken şehri yakıp yıkan rumlar gibi aynı,1
 o götün arasını çok merak edenler var tatlim haberin olsun,3
abi bacaklarını böyle almayan erkek vurduruyordur tayt kısmına kadar al gerisini siktir et,3
 bu mu açıklamanız allah topunuzun belasını versin boşuna denmemiş ateş düştüğü yeri yakar diye,0
aykut oynatacagin topun allah belasini versin ya yetersiz herif,0
sevgiliselahattindemirtaş diyen ermeni dolleri,1
 hanefiyi ayrı sirkanı ayrı sihkeyim emi sözcü,1
casa yaz googlede ve oku bakalım gerekçeli karar metninde ne demiş cas diye sonra da siktir git buradan,3
yirmilik disine tüküreyim uykumdan uyandım pust bu nasıl bi ağrıdır ya,3
yine bir ünal karaman klasiği   senin angurlugun yüzünden gitti mac amk,3
amına koduğumun yerin de yine dert babası olduk sağol beşiktaşım,3
belhandayi savunanlar ve devam savunacak olanlari görmek istemiyorum bu amina koduğumun yerinde,3
bu kafayla nasıl üni ye yerleşcem ben amk,3
yüzü güzel olana  günde doyarsında götü güzel olana  yıl doyamazsın,3
gavur aşığı hainler httpstcoznjgbuvf,1
ot gibi yaşayıp istekleri olursa allah gördü olmazsa vardır bi bildiği diyen bi insanı ciddiye bile alamıyorum,0
amk heryerin kirismia amk koca karisi twitter de ne geziyon,3
 satılık meta mısınız ki reklam bütçeniz var   sattığınız rezillikle ilgilenmiyorum   tek yaptığım insanları uyarmak,0
türkiyede yasayan erkekler cidden tuaflar üzgünüm ama gavur dedikleri erkekler bunlara bin basiyo ,1
     al işte bu sopaya mı çekersin sabaha mı koyarsın,0
ne kadar suriyeli varsa anasını sikeyim,1
 yuh diyorum artık gösterisi bırakın yoksa bu gösteriş merakı sizi batıracak,0
   gomez  süper ligdeki tüm forvetler      o yüzden ağlama bence amk ,3
yahudi sermayeli yalancıfoxtv kapatılsın,1
daha ne kadar kötü olabilirdin amına koduğumun günü,3
tüm yazıcı düşmanlarına boyyydan girsin okee,3
yapılan iyilikleri unutacak kadar nankör olmayı nasıl kendinize yediriyorsunuz,0
    abi yaşlanmışsın dermanın kalmamış hala neyi zorluyosun bırak işte,0
darwin bu nasıl evrim amınakoyim,3
anana koydukları kadar koymadılar aq ermeni piçi,1
bizde biliyoruz cumhuriyeti ilan edenlerin gerçek türk ve müslüman  olmayanların olduklarını fakat gelde chp zihniyetine bunu anlat,1
dedemin de dediği gibi bırak o salakanayı ,0
arap sevici zeynep karatas nerede httpstcotuwmfkhn,1
yaşlı bir amca bana gelip eşim vefat etti beni evlendir dese siktir git amına koduğumun tekesi derim,3
devletasker polisşehit düşmanı pkkermeni sevici aşağılık insan sana az bile verildi,1
 o dik tepede bu siyasal islamcı duzenbazlari güneşe karşı  sonra aşağı yuvarlayacaksın,0
ben abdülhamiti savundum sanırım alçak puşt gibi davranılıyorum hayat tarafından,3
babandan hoşlandığını söyleyemiyosun diye burda boş yapma cibilliyetini siktiğimin ibnesi,3
danlanın eski haliyle dalga geçerek bizde danla gibi aptal oluyoruz yapmayalım  danla,0
 adamın kralısın sen bu alçak saldırıyı yapanlar hepsi balon gibi içi boş neyin ne olduğunu bilmeyen adamlar ve muhtemelen akp ye oy verenlerdir öyle olmasa davul zurna ile pkk karşılarken ortaya çıkarlardı,0
hesaplaşma günü gelsin size acıyan sizden beter olsun,0
arkadaşlar bi hocam var onun ben amına koyayım,3
 canım dmye gelirmisin ikinizide çatır çatır sikerim,3
niye haberci oldunuz sizgidin dandik dizilerinize senaryo fln yazın,0
 aralık    gerici yobazlar tarafından katledilen devrim şehidimiz kubilayı saygı sevgi ve rahmetle anıyoruz,0
sevgililer günü ne kardeşim bırakın bu yahudi oyunlarını,1
ananın amına koyayım tayfaya bak tayfaya tüm müzik alemi su foto etmez aq,3
pes etmek tarzım değil ama    sen savaşmaya değmezsin,0
    yanlışlıkla oldu aq reelle kavga ederken kafam kaçtı,3
müslümanim diyen birinin yahudi kanalıyla beslenmesi akla ziyan bir durumyalancıfoxtv,1
sustunuz çünkü siz yunan aşığısınız türkiye cumhuriyetini sevmiyorsunuz,1
  esenlerde oturuyorum alışığım bişey olmaz skskssk suriyeli dolu amk,1
amına kodugumun fırınlarında nasıl hamur olmaz ya kızartma çekti canım,3
bu ermeni oyununu kürt annelerimiz bozacak inşaallah annelerdireniyor,1
limonlu su iciyorum çinli bir orospu çocuğu olsaydim yarasa corbasi icerdim,1
 mal mal hareket yapma lan gerizekalı,0
 defol ya yala yanlış tivit atıyon,0
bu ne amk her yer arap httpstcomkodaedrzw,1
ülkemde suriyeli istemiyorum bro httpstcorlzjnohi,1
kuzey londra derbisi varmışgelin bakalım ibne arsenalliler,3
havlama kaltak boş yere söyle sahibine sıksın tasmanı az daha,0
  bir daha ki ne twiti ananı sikerlerken atma orospu cocugu,3
yine gidiyorum çünkü çoğunuzdan nefret ediyorum iğrenç yapmacık tavırlarınız iğrenç,0
 ya sende bi boş yapma aq,3
 bu adamın işi gücü fesatlık ya yıllarca nasıl belediye başkanlığı yapmış hayret,0
 sen futbol yorumu yapma bi boktan anladığın yok çünkü ,3
beyler siz niye boylesiniz aq ya,3
abd ve ingilterenin altına yatıp osmanlıya işgalci demek  tüm küfürlere layıksın ettik say,0
 karına bakarak sikimi okşarken foto atayım çok zevk alacaksınız sikiş sanal zevk gizli azdım sanalseks,3
gazi atam izmirde hepiniz a koydu denize döktü ya kininiz ondan yunan dölü,1
sizin gibi geri zekalılar önce yahudi oyuncağı olmaktan kurtulunkabeyisavunacağız,1
  o gericilerin işi onlar iktidar olursalar zaten her taraf heykellerle dolar bizim heykel yapmamıza gerek yok,0
 sizin sapik kafa yapinizdan olacagina seytanla olmaya tercih ederim,0
 hayırdı la gavat manavdan meyva mı alıyon onlar alsa alsa babayı alır,3
ferrari galibiyeti miiiii en sevdiğiiiiiim yallah köyüne ingiliz piçiiii,1
vergimiz haram olsun böyle polise aq,3
saldırmaya gelecek çomarlar önce bına cevap versin,0
 yatacak mezarın olmasın neyin gururunu sevincini yaşıyorsun şerefsiz,3
  ensar roque ciddiye bile almayacağım seni ötede konuşmaya devam et,0
 kimyası orospu çocuğu biraz da bjk nin basında görecek desene gs şampiyonluğu,3
 kılıçdaroğlu na laf sokacağınıza görevinizi yapınız yapamıyorsanız istifade ediniz omakama hiç yakışmıyorsunuz,0
naber lan amına koduğumun sinsisi yılan belgeseli izliyodum aklıma sen geldin,3
ayak baglari ermeni ve yunan beyinsiz leri yaracaz sizi bekleyin ,1
kaç ayarsın güzelim ona göre bozalım,0
bulaşıcı bişimiş arkadaşlar sıçtık zombie diye vuracaklar az kaldı,3
sesinizi yükselttiğinizde daha haklı olmuyo  daha iyi anlaşılmıyosunuz bilin istedim,0
 oha amk havada yürüyerek mi geliyor,3
yahudi bu kadar zulüm etmez kaybedenbinolmayacak,1
 şükriye seni siksem sikime yazık,3
eski sevgilim neden sürekli wp durumuma atığım şeyleri ss alıp atar ki beyinsiz amk,3
  klişe yam bir chpkk klişesi devam et aynen,0
  ermeni şeytanın damat alayı,1
ingiliz abd yalakalari httpstcoqipidelte,0
ayrıca senin konuşma aksanınında rum olduğunu biliyoruz türkçeye dilin bile dönmüyor rum artığı,1
olum guduric ne beyinsiz adamsın amk maçı verdik bu amk ruslarına senin yüzünden,1
ergenekoncu askerler fetö ağzıyla  temmuz filmi mi çekeceksin,0
rum tohumları maksat cuma namazına gidilmesin alçaklar httpstcowxvftnx,1
bu mustafa salak amk gerizekalının telefonu var yanına almıyor beyinsiz amk gelde sövme şimdi,3
sivilce sivilce değil boynuz amk,3
 sabriyenin günahı ne ademi zaten allah affetsin mendebur,0
sen niye benle uğraşıyorsun asimile köle ateist  httpstcozwkksfma,1
vay arkadaş sikiminde bi gururu var,3
yarrak gibi bi zamana düştük amına koyim,3
kaçaksaraya göt yalayan bülent ersoyu davet eden ile ayni erdoğan mi bu,3
gerçek bir bkfcye sormanız gereken tek şey  temmuz gecesi bilmiyorsa siktir edinaq,3
 kuran kurslarında erkek çocuklarına meyleden müminler gene en ahlaklı biziz oyunu oynuyorlar,0
yanlış anlama ama mal mısın,0
böyle olmasındansa ölmen daha iyi,0
şiddetin çeşidi olur da özeli nasıl oluyor anlamadım amk ne beyinsiz insanlar var ya tansiyonum çıkacak şimdi,3
araptan kalan yaşayan tüm kalıntılar yok edilmeli dini dahil bu topraklar da kamal atamtürk,1
eren porto defansi bu kadar iyi top kesemiyor amina koduğumun oğlu,3
bu insanın benim hayatımda ne işi vardı dediğim insanlardan biri oldun hadi sana geçmiş olsun,0
ağırıma giden ne biliyor musunuz   hirsiz beni hırsızlıkla suçluyor,0
pkk destekçisi ermeni destekçisi canan cezasını almış,1
kalbiniz çamur karakteriniz daha çamur,0
göbeğim ne yapıyon la       me yemek yiyorum       göbeğim yeter amk yeter,3
 ben senin hatunu sikerim bana dm at takip et,3
ülkeye bak arkadaş ya zam geliyor ya suriyeli,1
daha önce siktir git diyen oldu mu acaba,3
para ve mutlulugu bi turlu senkronize edemedim amk mutlaka birinden biri eksik,3
 baban anana değilde dışa  boşalsaydı  keşke de sen olmasaydın    lanet  pislik  yaratik,0
arkadaşlar her boku yiyip zayıf kalamazsınız sizi öldürürüm bundan sonra herkes diyet yapacak o kadar ,3
 onu düşünmemek için başkasını mı düşünüyorsun aq,3
  aynen konusmaya gelince hepsi bık bık icraate gelince yok oluyorlar,0
 benim seni sikmem için asıl sen ne verirsin ki ,3
ulan suriyeliler için din kardeşi deniliyormuş ben hiç camiye namaza gelen suriyeli görmedim ,1
 belli ki kadın ne oldum delisi olmuş    kocası olacak camız seviniyor fenomen oldu diye,0
sen kimin köpeğisinde havlıyon canısı suyunu falan vermediler galiba siktigimin beyinsizi,3
 sen niye triplere girdin lan yine,0
düşünsene kırmızı ete ebesinin amı kadar zam geliyor yine de aliyorsun sonra şarbon oluyorsun,3
irem mal heralde ısrarla eve girmeye çalışıyor halkagizemi,0
bu fotodan sonra insan kendi hayatından kendisini nasıl siktir eder onu öğrendik,3
benceenflasyon suriyeli gebeşler giderse düşer ülkeyi batırdılar,1
her sey daha kötu oldu aq ,3
 velet misin aq bida gormim,3
sikik düzene ayak uydurun başka çaremiz de var gibi görünmüyor zaten,3
bu amına kodugumun donas kuryeleri sanki babaların hayrına dürüm getiriyor,3
 ekmeği bize çok gören kardeşlerim var awk,3
  senin ben olmayan beynini sikim şampiyon mu oldun yavşak,3
artvindeki orospu çocuğunun marifetmiş gibi verdigi poz a koduğumun meymenetsiz piçi,3
 sen kaybettin melih gökçek otur oturduğun yerde artık,0
 ara telde sikişelim  kızlar arasın özele açık,3
anasini sktiğimin yerinde moda oldu yok o fetöcü yok o pkkli hassktirin aina koduğumun çocuklari izdirabinizi skeyim sizin ben göt laleleri,3
arkadaşlar özür dilerim ama biri şansimi sikebilir mi,3
panoscum benim  baş harfim e değil ne yapiyosun aq,3
senin gibi kripto rum pilerine mi bırakıcaz vatani rum pii,1
berkanın ailesi cemale küfretti anasını sik topun diye,3
yere göğe sığdıramadıklarınızı yerden göğe zıplatıyorlar,0
 bu sene ananızı öyle bir sikicez ki daha galatasarayı ağzınıza bile alamiycaksiniz,3
 abi arap adamın tweetini gördün mü dün geceki,1
mala benzeyen bi yaşam şekli,0
suriyeli türk manita yapmiş ben yapamadim,1
  yüzdeye  göre sen çirkinsin hajs  ben mükemmelim,0
bu sınır yürürlüğe girerse ve  sene giderse baykuş ligin içinden geçer aq onlardaki yerli kalitesi kimsede yok,1
 tl nin altında düş bari amk,3
  her hayalin içine sıçma şsmsğdkspdld,3
 mermi  tl olmuş aile fertlerini masrafa sokacaksın durduk yere,0
  e oldu hepimiz batıyo diye siktir olup gidelim o zaman,3
   git bi hava al beynine oksijen gitsin bu ne saçma bi tweettir yahu,0
sizin sülaleniz emreee belözoğlu gibi adam gö re mez,0
bu kadar aptal orospu çocuğunu nasıl bir araya topladık,3
 karısını siktiğim takipçi benide takip et,3
msn iletisine pc boşta yazma yazan beyinsiz amacın ne amk,2
amk sefilleri için tavuk döner fiyatlarını rezerve toplantısı yapacağız mehmetsimseking,3
yahudi suudun oyunu kabekutsalımızdır httpstcozirxscvg,1
nefret ediyorum çocuklardan nefrett sıçıyorlar bağırıyorlar ağlıyorlar çocuk seven cindir,3
şu doğu perinçek denen meczubun ne mal olduğunu anlayan varsa bana anlatsın,0
lan bu millet niye uyuyo kafayı sıyırmış bunlar,0
aına koduğumun yerinde bi sizin kalbiniz kırılıyor zatn hepiniz çok iyi insanlarsınız,3
 dursundan iyi para almışsınız belligazeteciliğinizden utanın,0
 bu olmamış ağlaman lazım allah rızası için demen lazım yine kaçmışsın yurtdışına hahahaa,0
lan bunlar tüm yandaşları sokağa döktü şimdi suni deprem yaratıp hepimizi sikmezler di mi,3
olmamışı olmuş gibi gösteren gavattır,3
bu dünyada şerefsiz olmayanın şerefini sikerler ben ayıktırayım,3
senin için harcanan zamana yazık,0
 senipencerede domaltıp götünden sikmek istiyorum,3
oyunda arkadaşın kafasının içine girdim sadece çene ve diş yok her yerde beyinsiz amk,3
biz bu şerefsiz düzenden nasıl kurtulacağız ya bıktık artık,3
 sen begenmiyor suri bura bizim siz turkiler gidin suri cosplay,1
cebimden  kuruş para çıkacak diye ödü kopan insanlar uzak durun benden,0
eğer   mdan  senelik yeni bir sözleşme yaparsa  da mdan  senelik sözleşme yapsınbatan balık yan gitsin aq,3
lan  kişi var zaten aptal piç kurusu,3
 bu kadar saçmasını da ilk defa gördüm yemınle,0
dünyanın en kötü yönetilen klüp hesabı olabilir aq abshdbsnnaa bu ne,3
spor hocam kesinlikle beyinsiz amk  iq ya devam,3
    gel sen yenibosna da benimle bir hafta kal bakalım bu suriyeli aşkın hala devam edecek mi,1
  taklit bile edemiyorsunuz samimiyetiniz eksik çünkü,0
 dogru söylüyor sun insanlar bu ortamda bile üçkağıtçılik yapiyorlar,0
  insan gibi elestiri bile yapamayan acuze asil beyinsiz nasıl yaşadığına hayret et,0
şimdi bu aptal bir orospu çocuğu olduğu için mi teşekkür ediyor,3
soyun kurusun ingiliz huzura muhtacol  httpstcoptsuvyjaj,1
gavur tohumu seniiii,1
yakışıklısın diye gülüyorum yoksa mizahın bombok,3
 onlar hiçbir şeyden anlamaz jxbdkdbd,0
türk devleti gücünü milletinden alır gavur döllerinden değil devletiminyanındayım borsa,1
 birşey ler üretemiyen ne kadar çok akademisyen olduğunu sanirim sende biliyorsun,0
   siz devlete hassiktirçeken osman baydemirle kucaklaştığınızda bunları düşünmüşmüydüniz,3
erkekler ölünce bayram eden ölü sevici feministlerin bakire olmadığı ve bu nasıl bir çıkmaz,2
  bi bu bi de fırat sözde beşiktaşlılar en alakasız yerde bile maaştan bahsediyor,0
ananı avradını çok iyi lannnn,3
sizi yaptiğiniz oyuna sokayim amk bayern münchen nerde ,3
rica ediyorum öl bak rica ediyorum,0
nasıl da belli etmiş şeref yoksunu olduğunu haysiyetsiz omurgasız katil,0
üf ne çok yere yattınız galatasaraylılar yatarak sadece orospular kazanır,3
gidicem mardine diyarbakıra bi fırın açsam amk kürtleri  evde  kişi zaten zengin olurum,1
hokkaaağbaz gibisin  hokkaaağbaaz kayboldun sustun aq nen var,3
 sen başarısız ibne bir alamancısun çirkin videolarını yayınlanmadığım için şanslısın  akıllı ol,3
 dar ve kısa   pantalon giy ondan sonra vay efendim kadınlar ama saldırdı,2
sizler yahudi köpeğisiniztvye çıkan her muhafazakâra kamalı sormasanız olmaz,1
şu kodugumun sapıkları yüzünden kızların suratına bakamaz olduk erkekliğimizden utanıyoruz,3
fanboy ve fangirller bu dünyanın veremidir,0
  vasat hiç bir farkı olmayan dandik oyuncular,0
ülkeyi ve ya herhangi birşeyi asla kadınlara bırakmıcaksın u salak çünkü,2
bu ve bunun gibi hasta ruhlu insanlarin acilen tedavi olmasi lazim tek kelimeyle igrencsiniz,0
  evet ozgurlumuz kısıtlanıyor kadın üniversitesi kurulunca,2
          bunlara benim geleceğimi belirlemek için hak verenlere kulluk hakkımı helal etmiyorum,0
gazetesozcu din düşmanı gavur sevici gazete,1
sütle çay mı içilir ya gavur uydurması bunlar,1
   özlem hanım  tc de yasayan herkesi türk olarak goren fasistlere laf anlatmak zordur,0
dünyalık bir koltuk için diyanete ayet bile değiştirtir bunlar o derece yani,0
o çinli yavşak nerde hergün  tane ev geziyoruz adımız bohçacıya çıkacak,1
sanki yunan takımı ne koymuş cimbom hepinizeuefatoprotectffp,1
bodruma da gittik beraber istanbulda da yaşadık sorun şehirlerde değildi sen tam bir orospu çocuğuymuşsun,3
sağ eli olmazsa sex hayatı bitecek  sorsan kazanova amina koduğumun yerinde,3
devlete para verip hayır yapıyorlarmışay gerçekten zavallısınızparanızla şerefinizden kurtuluyorsunuz,0
niye gerizekalılar ile sınanmak zorundayım ki,0
 sen nasıl bir özürlüsün ya takım arkadaşlarıyla konuşmak ne ara yancılık oldu,0
fenerbahçe olunca mevzubahis iti çakalı haini hepsi ağız ishali oluyor hangi birini soylecen,0
arkana geçip götüne sokmak daha zevkli olur,3
 aşlah bu kızların cezasını versin yaa evlencen orospu o adamla ne diye eziyet edion,2
 itin aklı olsa tasmasını ben tutarken sağa sola havlamaz,0
güçlülüğün aq keşke ben de güçsüz olsaydım,3
şehitin bile siyasetini yapıyorsunuz amına koduğumun evlatları sizi,3
gamsız pezevengin tekiyim ben arkadaşlar çokta şey yapmamak lazım,3
hayat sikik insanların sikik problemlerini konuşmak için çok kısa,3
arap levhası bizi itmese bu depremler hiç olmayacaktı bıktık bu araplardan,1
bu saatte gizliden  kere arayıp uyandıran hangi beyinsiz amk,3
çıldırıcam deliricem senin yüzünden amk,3
   camide kupon yapan tayfa değil mi bu,0
benim kuzende vardı bu ışıktan sonra ibne oldu zaten tebrikler bim,3
burada bu kadar chp tarafından satın alınmış kişi varken ben de atatürk yazınca bu kadar omurgasız olabiliyor muyum,0
 gerçekten hayvan olan o mükemmel masum canlilar değil onlar mükemmel bir canli hayvan olan bu tarz orospu çocuklari,3
şaşırtıcı birşey olmuştur       dengesiz arkadaşım aaayyy loooo ,0
 bu şey değil mi gavatım ben demenin başka hali,3
  tükensinde böyle evlilikle it gibi üremeye devam ediyorlar maalesef,0
moruk temmuz  oldu daha dönemi bitiremediniz önüne gelen üniversite açmasın amına koyacam şimdi,3
cevap vermedigin kisinin ısrarla mesaj atması beyinsiz misiniz amk,3
 ethem sen ruhunu kime ve kaç paraya sattın,0
güneş gözlüksüz nasıl dışarı çıkabiliyosunuz aq,3
gazişehirin hocası sumudica sadece bana mı antipatik geliyor ,0
   eline de verdiler  sonuç olarak  zbwbdbshd,0
yokmu alevi sikmek isteyen httpstcokiokesjtvs,1
müslaman ülkesinde gavur eziyeti  el sıfirindan pahalı araçalamiyoruz,1
 o yavşağa verdiğin emeklere yazık boss,3
memnun oldum yakondan hiç şerefsiz görmemiştiimn,3
yemin ediyorum bizim oyuncular beyinsiz alper hepsinden beyinsiz amk,3
şu amına koduğumun hayatında bi az içmesini öğrenmedik  bi de az sevmesini ,3
yılın en iyi şoparısın özgür   en layığıda sensin   senden daha iyisi dünyada yok,0
bunlar su katılmamış oç vara gidilen pozisyona bak,3
    cenabet selamet umamaz senin iş yaş hdmdmdm,0
benimle kötü olmayı başarabilen net gerizekalıdır    zira çiçek gibi insanımdır ,0
 vatan evladıyız diyor orospu evladı yersen,3
allahın izni ile ait olduğun yere gireceksin ermeni taşnak tohumu,1
sohbette ki yavsakliga bak amına koyayım yavsaklik kokuyor resmen ekran amk,3
lgbtye destek veren chpliler inşaallah oğlunuz kocaya kaçar,2
böyle rum döllerini türkiye besliyor işte httpstcowviccsqqwt,1
 o zaman seni çatır çatır sikmek lazım,3
adalet arıyorlar  biz millet olarak karar verdik  siz daha neyin peşindesiniz  satılmışysk,0
 bi daha dünya derbisi diyen olursa ağzına kürekle vurun amk,3
olmayan beynine boşalıyim senin amına kodumun sürüngen memelisi,3
hayata bak lan sokayım böyle hayata kuzey güney,3
hdp kürt partisi değil terör partisidir httpstcowblgjnxkoj,0
çok küfrediyorum ve bu seni ilgilendirmez kaltak,3
  böyle tipim olsa kesekağıdı kullanırım,0
takip isteğini bekleten insanlardan nefret ediyorum lan ben kabul ettim sen niye kabul etmiyorsun lale,0
çinli kahpe nerde ,1
sünnet düğününe gittim çocuğun biri gelmiş gelin damat nerde diyor beyinsizdll amk hepsi benimi bulur d,3
  çılgınsınız siz göt bayagi iyi bu arada ,3
 hırsızlara trollere rantçılara bırakmayız insallah   ekremimamoğlu yine kazanır,0
 istesenizde yaşamayamazsınız siz çift kişilikli ikizler burcusunuz,0
  ülkü ve ülkücüğün yüz karası politik bir maymun israf vs diyede uzatılabilir,0
bu vatan bizim bu devlet bizim kimseyle paylaşmak zorunda değiliz ülkemde suriyeli görmek istemiyorum sön sözde bizim olacak,1
nesiniz siz orospu çocuğu falan mı,3
siktir git gelme ben mevlana değilim,3
beyler tamam ağzınıza sıçılması hoşunua gidiyor tamam anladık,3
amına koduğumun yerinde artık tivit çalarak ünlü olmaya çalışmayın her yerde aynı tivitler yeter,3
  ulan orospu çocuğu fiksturumuz lig için dezavantajlı  şampiyonlar liginde başarılı olmak için ayarlanmış,3
amsterdam alıp sahilde içmek istiyorum da amina kodugumun şehrinde sahil yok ev yolu gözüktü yine,3
 burası da fena değil atkafalı,0
bu hastalık falan değil bulmuşta bunuyor sendromu bu maneviyat zayıflığının adını tükenmişlik koyuyorlar,0
 beter olun amına kodumun tinerci köpekleri,3
yahudi tohumları httpstcohubbkfzwn,1
 kız çocuklarını mini etekli görmeye bayılıyorum dese sizin için sorun olmayacak değil mi haysiyetsizler,2
bu ülkede nekadar çok amerikan ingiliz fransız alman yunan köpeği var ortaya çıkıyor,1
bende haddiniz felan kadarsınız yani çok küçük felan birşey,0
 yaşasın zalimler için cehennem müslümanların canını sen nasıl alınsa müslümanların allah ı senin canını aldı,1
bir idole gruba ya da siktir et bir insana yapilabilecek en buyuk haksizlik sizden nefret ediyorum,3
